Source,Sample No.,Sample type,Experiment type,Experiment kinematics,Confining pressure (MPa),Comment on published mechanical data,Comment on extra unpublished data ,Use strain-rate minimum or peak stress data?,Use tertiary creep or flow stress data?,Sample initial geometry,Sample initial diameter for compression (mm),Sample initial length for compression (mm),Sample length for shear (mm),sample width for shear (mm),sample height for shear (mm),T,T upper bound,T lower bound,Comment on T error,Grain size unit: diameter (D) or area (A),Initial median grain size D: (µm); A (µm^2),Initial grain size lower bound D: (µm); A (µm^2),Initial grain size upper bound D: (µm); A (µm^2),Method for grain size measurement,Grain size error comment,Technique used to collect microstructural data,Resolution,Strain at minimum rate/ peak stress as published,"Published strain type: Octahedral shear (O), Axial (A), Shear (S)?",True (T) or engineering (E) strain?,Stress (MPa) at minimum rate/ peak stress as published,"Published stress type: Octahedral shear (O), Axial (A), Shear (S)?",Strain and stress Error Comments,"Published strain rate type: Octahedral shear (O), Axial (A), Shear (S)?","If Axial, True (T) or engineering (E) strain rate?",Strain rate (/s) at minimum rate/ peak stress as published,Strain rate lower bound,Strain rate upper bound,Comment on rate error,Microstructural data at minimum rate/ peak stress,Grain size scale: diameter (D)? Area (A),Mean grain size  D: (µm); A (µm2) at minimum rate/ peak stress,Median grain size  D: (µm); A (µm2) at minimum rate/ peak stress,Grain size lower bound D: (µm); A (µm2) at minimum rate/ peak stress,Grain size lower bound D: (µm); A (µm2) at minimum rate/ peak stress,Comment on measurement error of grain size,Bulk reduced Schmid factor at minimum rate/ peak stress,Comment on bulk reduced Schmid factor ,Comment on sample geometry,Strain at tertiary strain rate/ flow stress as published,"Published strain type: Octahedral shear (O), Axial (A), Shear (S)?","If Axial, True (T) or engineering (E) strain?","Published stress type: Octahedral shear (O), Axial (A), Shear (S)?",Stress (MPa) at tertiary strain rate/ flow stress as published,Stress lower bound,Stress upper bound,Comment on strain and stress error,"Published strain rate type: Octahedral shear (O), Axial (A), Shear (S)?",True (T) or engineering (E) strain rate?,Strain rate (/s) at tertiary strain rate/ flow stress as published,Strain rate lower bound,Strain rate upper bound,Comment on strain rate error,Microstructural data at tertiary strain rate/ flow stress,Grain size scale: diameter (D)? Area (A),Mean grain size  D: (µm); A (µm2) at tertiary strain rate/ flow stress,Median grain size  D: (µm); A (µm2) at tertiary strain rate/ flow stress,Grain size lower bound D: (µm); A (µm2) at tertiary strain rate/ flow stress,Grain size lower bound D: (µm); A (µm2) at tertiary strain rate/ flow stress,Grain size error comment,Bulk reduced Schmid factor at tertiary strain rate/ flow stress,Bulk reduced Schmid factor comment
,c,H2O,,,0,,N/A,YES,NO, Cylindrical,25.4 or 50.8,50.8 or 101.6,N/A,N/A,N/A,-0.02,-0.01,-0.03,,D,1500,1000,2000,N/A,,N/A,N/A,N/A,A,E,0.92,A,,A,E,1.03E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,xii,H2O,,,0,,N/A,YES,NO, Cylindrical,25.4 or 50.8,50.8 or 101.6,N/A,N/A,N/A,-1.5,-1,-2,Samples are immersed in a paraffin bath and placed in a cold chamber. The minimum variation of T is 0.5K (page 520).,D,1500,1000,2000,N/A,,N/A,N/A,N/A,A,E,0.09,A,,A,E,1.35E-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,xi,H2O,,,0,,N/A,YES,NO, Cylindrical,25.4 or 50.8,50.8 or 101.6,N/A,N/A,N/A,-1.7,-1.2,-2.2,,D,1500,1000,2000,N/A,,N/A,N/A,N/A,A,E,0.15,A,,A,E,2.16E-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,x,H2O,,,0,,N/A,YES,NO, Cylindrical,25.4 or 50.8,50.8 or 101.6,N/A,N/A,N/A,-1.3,-0.8,-1.8,,D,1500,1000,2000,N/A,,N/A,N/A,N/A,A,E,0.15,A,,A,E,4.63E-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,iv,H2O,,,0,,N/A,YES,NO, Cylindrical,25.4 or 50.8,50.8 or 101.6,N/A,N/A,N/A,-1.3,-0.8,-1.8,,D,1500,1000,2000,N/A,,N/A,N/A,N/A,A,E,0.17,A,,A,E,2.73E-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,vi,H2O,,,0,,N/A,YES,NO, Cylindrical,25.4 or 50.8,50.8 or 101.6,N/A,N/A,N/A,-1.6,-1.1,-2.1,,D,1500,1000,2000,N/A,,N/A,N/A,N/A,A,E,0.18,A,,A,E,7.01E-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,v,H2O,,,0,,N/A,NO,NO, Cylindrical,25.4 or 50.8,50.8 or 101.6,N/A,N/A,N/A,-1.5,-1,-2,,D,1500,1000,2000,N/A,,N/A,N/A,N/A,A,E,0.19,A,,A,E,3.58E-09,N/A,N/A,No transient creep. Data not used.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,vii,H2O,,,0,,N/A,YES,NO, Cylindrical,25.4 or 50.8,50.8 or 101.6,N/A,N/A,N/A,-1.1,-0.6,-1.6,,D,1500,1000,2000,N/A,,N/A,N/A,N/A,A,E,0.24,A,,A,E,7.48E-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,ix,H2O,,,0,,N/A,YES,NO, Cylindrical,25.4 or 50.8,50.8 or 101.6,N/A,N/A,N/A,-1.5,-1,-2,,D,1500,1000,2000,N/A,,N/A,N/A,N/A,A,E,0.25,A,,A,E,1.13E-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,viii,H2O,,,0,,N/A,YES,NO, Cylindrical,25.4 or 50.8,50.8 or 101.6,N/A,N/A,N/A,-2.1,-1.6,-2.6,,D,1500,1000,2000,N/A,,N/A,N/A,N/A,A,E,0.28,A,,A,E,1.22E-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,F,H2O,,,0,,N/A,YES,NO, Cylindrical,25.4 or 50.8,50.8 or 101.6,N/A,N/A,N/A,-1.5,-1,-2,,D,1500,1000,2000,N/A,,N/A,N/A,N/A,A,E,0.37,A,,A,E,2.47E-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,C,H2O,,,0,,N/A,YES,NO, Cylindrical,25.4 or 50.8,50.8 or 101.6,N/A,N/A,N/A,-1.3,-0.8,-1.8,,D,1500,1000,2000,N/A,,N/A,N/A,N/A,A,E,0.38,A,,A,E,7.29E-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,B,H2O,,,0,,N/A,YES,NO, Cylindrical,25.4 or 50.8,50.8 or 101.6,N/A,N/A,N/A,-1.3,-0.8,-1.8,,D,1500,1000,2000,N/A,,N/A,N/A,N/A,A,E,0.41,A,,A,E,7.23E-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,A,H2O,,,0,,N/A,YES,NO, Cylindrical,25.4 or 50.8,50.8 or 101.6,N/A,N/A,N/A,-2,-1.5,-2.5,,D,1500,1000,2000,N/A,,N/A,N/A,N/A,A,E,0.63,A,,A,E,2.98E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,E,H2O,,,0,,N/A,YES,NO, Cylindrical,25.4 or 50.8,50.8 or 101.6,N/A,N/A,N/A,-1.2,-0.7,-1.7,,D,1500,1000,2000,N/A,,N/A,N/A,N/A,A,E,0.64,A,,A,E,2.27E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,D,H2O,,,0,,N/A,YES,NO, Cylindrical,25.4 or 50.8,50.8 or 101.6,N/A,N/A,N/A,-1.4,-0.9,-1.9,,D,1500,1000,2000,N/A,,N/A,N/A,N/A,A,E,0.93,A,,A,E,6.88E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,1,H2O,,,0,,N/A,YES,NO, Cylindrical,25.4 or 50.8,50.8 or 101.6,N/A,N/A,N/A,-6.8,-6.3,-7.3,,D,1500,1000,2000,N/A,,N/A,N/A,N/A,A,E,0.22,A,,A,E,3.27E-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,2,H2O,,,0,,N/A,YES,NO, Cylindrical,25.4 or 50.8,50.8 or 101.6,N/A,N/A,N/A,-6.7,-6.2,-7.2,,D,1500,1000,2000,N/A,,N/A,N/A,N/A,A,E,0.6,A,,A,E,8.21E-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,3,H2O,,,0,,N/A,YES,NO, Cylindrical,25.4 or 50.8,50.8 or 101.6,N/A,N/A,N/A,-12.7,-12.2,-13.2,,D,1500,1000,2000,N/A,,N/A,N/A,N/A,A,E,0.59,A,,A,E,1.55E-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Duval & Gac (1980),A1,H2O,Constant stress,Uniaxial compression,0,Minimum strain rate vs. grain size (Fig. 4). Summary data in table (Table 1).,N/A,MAYBE,NO, Cylindrical,80,119,N/A,N/A,N/A,-4.6,N/A,N/A,Temperature controlled by a cold room.,D,1800,1700,1900,N/A,page 153,Rigsby stage,N/A,N/A,A,E?,0.5,A,Secondary creep possibly not reached at the end of experiments (max strain 0.5-1%) (page 153).,A,E?,1.90E-08,N/A,N/A,Secondary creep possibly not reached (page 153).,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,A2,H2O,,,0,,N/A,MAYBE,NO, Cylindrical,80,120,N/A,N/A,N/A,-7,N/A,N/A,,D,5060,4060,6060,N/A,,,N/A,N/A,A,E?,0.5,A,,A,E?,9.00E-09,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,A3,H2O,,,0,,N/A,MAYBE,NO, Cylindrical,80,120,N/A,N/A,N/A,-7.2,N/A,N/A,,D,1070,970,1170,N/A,,,N/A,N/A,A,E?,0.48,A,,A,E?,1.00E-08,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,A4,H2O,,,0,,N/A,MAYBE,NO, Cylindrical,80,117,N/A,N/A,N/A,-7.2,N/A,N/A,,D,1100,1000,1200,N/A,,,N/A,N/A,A,E?,0.5,A,,A,E?,1.20E-08,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,A5,H2O,,,0,,N/A,MAYBE,NO, Cylindrical,80,120,N/A,N/A,N/A,-7.2,N/A,N/A,,D,1400,1300,1500,N/A,,,N/A,N/A,A,E?,0.48,A,,A,E?,8.00E-09,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,A6,H2O,,,0,,N/A,MAYBE,NO, Cylindrical,80,119,N/A,N/A,N/A,-7.2,N/A,N/A,,D,7000,6000,8000,N/A,,,N/A,N/A,A,E?,0.49,A,,A,E?,4.00E-09,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,A7,H2O,,,0,,N/A,MAYBE,NO, Cylindrical,80,118,N/A,N/A,N/A,-7.2,N/A,N/A,,D,1880,1780,1980,N/A,,,N/A,N/A,A,E?,0.49,A,,A,E?,7.00E-09,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jones & Chew (1981),N/A,H2O,Constant stress,Uniaxial compression,0,High strain rate (5E-4/s) but without confining pressure. Sample cracking is very possible during deformation. These data are in duplicate with Jones & Chew (1983). We use the latter one for modelling as it includes more data points.,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10.5,N/A,N/A,N/A,D,900.41,N/A,N/A,N/A,Grain size digitised from Fig. 1.,N/A,N/A,N/A,A,E?,7.8,A,Stress digitised from Fig. 1.,A,E?,5.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10.5,N/A,N/A,N/A,D,900.63,N/A,N/A,N/A,,N/A,N/A,N/A,A,E?,7.09,A,,A,E?,5.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10.5,N/A,N/A,N/A,D,999.14,N/A,N/A,N/A,,N/A,N/A,N/A,A,E?,7.48,A,,A,E?,5.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10.5,N/A,N/A,N/A,D,999.17,N/A,N/A,N/A,,N/A,N/A,N/A,A,E?,7.39,A,,A,E?,5.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10.5,N/A,N/A,N/A,D,1102.85,N/A,N/A,N/A,,N/A,N/A,N/A,A,E?,8.76,A,,A,E?,5.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10.5,N/A,N/A,N/A,D,1103.19,N/A,N/A,N/A,,N/A,N/A,N/A,A,E?,7.66,A,,A,E?,5.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10.5,N/A,N/A,N/A,D,1103.23,N/A,N/A,N/A,,N/A,N/A,N/A,A,E?,7.56,A,,A,E?,5.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10.5,N/A,N/A,N/A,D,1103.27,N/A,N/A,N/A,,N/A,N/A,N/A,A,E?,7.42,A,,A,E?,5.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10.5,N/A,N/A,N/A,D,1198.47,N/A,N/A,N/A,,N/A,N/A,N/A,A,E?,7.88,A,,A,E?,5.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10.5,N/A,N/A,N/A,D,1197.42,N/A,N/A,N/A,,N/A,N/A,N/A,A,E?,7.74,A,,A,E?,5.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10.5,N/A,N/A,N/A,D,1197.5,N/A,N/A,N/A,,N/A,N/A,N/A,A,E?,7.48,A,,A,E?,5.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10.5,N/A,N/A,N/A,D,1197.62,N/A,N/A,N/A,,N/A,N/A,N/A,A,E?,7.1,A,,A,E?,5.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10.5,N/A,N/A,N/A,D,1300.34,N/A,N/A,N/A,,N/A,N/A,N/A,A,E?,8.02,A,,A,E?,5.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10.5,N/A,N/A,N/A,D,1300.42,N/A,N/A,N/A,,N/A,N/A,N/A,A,E?,7.76,A,,A,E?,5.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10.5,N/A,N/A,N/A,D,1300.54,N/A,N/A,N/A,,N/A,N/A,N/A,A,E?,7.4,A,,A,E?,5.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10.5,N/A,N/A,N/A,D,1300.65,N/A,N/A,N/A,,N/A,N/A,N/A,A,E?,7.05,A,,A,E?,5.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10.5,N/A,N/A,N/A,D,1300.67,N/A,N/A,N/A,,N/A,N/A,N/A,A,E?,6.97,A,,A,E?,5.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10.5,N/A,N/A,N/A,D,1300.7,N/A,N/A,N/A,,N/A,N/A,N/A,A,E?,6.88,A,,A,E?,5.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10.5,N/A,N/A,N/A,D,1300.81,N/A,N/A,N/A,,N/A,N/A,N/A,A,E?,6.54,A,,A,E?,5.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10.5,N/A,N/A,N/A,D,1402.1,N/A,N/A,N/A,,N/A,N/A,N/A,A,E?,8.53,A,,A,E?,5.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
