Source,Sample No.,Sample type,Experiment type,Experiment kinematics,Confining pressure (MPa),Comment on published mechanical data,Comment on extra unpublished data ,Use strain-rate minimum or peak stress data?,Use tertiary creep or flow stress data?,Sample initial geometry,Sample initial diameter for compression (mm),Sample initial length for compression (mm),Sample length for shear (mm),sample width for shear (mm),sample height for shear (mm),T,T upper bound,T lower bound,Comment on T error,Grain size unit: diameter (D) or area (A),Initial median grain size D: (µm); A (µm^2),Initial grain size lower bound D: (µm); A (µm^2),Initial grain size upper bound D: (µm); A (µm^2),Method for grain size measurement,Grain size error comment,Technique used to collect microstructural data,Resolution,Strain at minimum rate/ peak stress as published,"Published strain type: Octahedral shear (O), Axial (A), Shear (S)?",True (T) or engineering (E) strain?,Stress (MPa) at minimum rate/ peak stress as published,"Published stress type: Octahedral shear (O), Axial (A), Shear (S)?",Strain and stress Error Comments,"Published strain rate type: Octahedral shear (O), Axial (A), Shear (S)?","If Axial, True (T) or engineering (E) strain rate?",Strain rate (/s) at minimum rate/ peak stress as published,Strain rate lower bound,Strain rate upper bound,Comment on rate error,Microstructural data at minimum rate/ peak stress,Grain size scale: diameter (D)? Area (A),Mean grain size  D: (µm); A (µm2) at minimum rate/ peak stress,Median grain size  D: (µm); A (µm2) at minimum rate/ peak stress,Grain size lower bound D: (µm); A (µm2) at minimum rate/ peak stress,Grain size lower bound D: (µm); A (µm2) at minimum rate/ peak stress,Comment on measurement error of grain size,Bulk reduced Schmid factor at minimum rate/ peak stress,Comment on bulk reduced Schmid factor ,Comment on sample geometry,Strain at tertiary strain rate/ flow stress as published,"Published strain type: Octahedral shear (O), Axial (A), Shear (S)?","If Axial, True (T) or engineering (E) strain?","Published stress type: Octahedral shear (O), Axial (A), Shear (S)?",Stress (MPa) at tertiary strain rate/ flow stress as published,Stress lower bound,Stress upper bound,Comment on strain and stress error,"Published strain rate type: Octahedral shear (O), Axial (A), Shear (S)?",True (T) or engineering (E) strain rate?,Strain rate (/s) at tertiary strain rate/ flow stress as published,Strain rate lower bound,Strain rate upper bound,Comment on strain rate error,Microstructural data at tertiary strain rate/ flow stress,Grain size scale: diameter (D)? Area (A),Mean grain size  D: (µm); A (µm2) at tertiary strain rate/ flow stress,Median grain size  D: (µm); A (µm2) at tertiary strain rate/ flow stress,Grain size lower bound D: (µm); A (µm2) at tertiary strain rate/ flow stress,Grain size lower bound D: (µm); A (µm2) at tertiary strain rate/ flow stress,Grain size error comment,Bulk reduced Schmid factor at tertiary strain rate/ flow stress,Bulk reduced Schmid factor comment
,63-3,H2O,,,125,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-79,-78.5,-79.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,38.8,N/A,N/A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,63-4,H2O,,,125,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-79,-78.5,-79.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,61,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,63-5,H2O,,,125,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,22,N/A,N/A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,63-6,H2O,,,125,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-76,-75.5,-76.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,35.3,N/A,N/A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,63-7,H2O,,,125,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-76,-75.5,-76.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,53.8,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,64-1,H2O,,,50,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-81,-80.5,-81.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,67.5,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,49,N/A,N/A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,64-2,H2O,,,125,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-80,-79.5,-80.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,43.3,N/A,N/A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,64-3,H2O,,,100,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-79,-78.5,-79.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,43.5,N/A,N/A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,64-4,H2O,,,24.8,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,38.1,N/A,N/A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,64-5,H2O,,,25,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-77,-76.5,-77.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,39.9,N/A,N/A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,64-6,H2O,,,50,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,42.5,N/A,N/A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,64-7,H2O,,,75,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-76,-75.5,-76.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,41.3,N/A,N/A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,64-8,H2O,,,100,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-77,-76.5,-77.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,39.9,N/A,N/A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,64-9,H2O,,,150,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,37.3,N/A,N/A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,64-10,H2O,,,175,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,31.9,N/A,N/A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,65-1,H2O,,,100,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-40,-39.5,-40.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,27.3,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,N/A,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,65-2,H2O,,,100,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-40,-39.5,-40.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,17.5,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,65-3,H2O,,,50.1,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-40,-39.5,-40.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,18.3,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,65-4,H2O,,,25.1,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-40,-39.5,-40.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,17.6,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,65-5,H2O,,,99.5,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-40,-39.5,-40.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,17.5,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,65-6,H2O,,,50,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-40,-39.5,-40.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,18.8,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,65-7,H2O,,,50,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-40,-39.5,-40.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,19.2,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,66-1,H2O,,,10,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-41,-40.5,-41.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,16.5,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,N/A,N/A,N/A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,66-2,H2O,,,10,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-40,-39.5,-40.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,9,N/A,N/A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,66-3,H2O,,,50,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-41,-40.5,-41.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,11.4,N/A,N/A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,66-4,H2O,,,49.4,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-41,-40.5,-41.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,18.7,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,67-1,H2O,,,50.4,,N/A,YES,YES,Cylindrical,25.4,63.5,N/A,N/A,N/A,-30,-29.5,-30.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,23.2,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,12.8,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,67-2,H2O,,,99.5,,N/A,NO,YES,Cylindrical,25.4,63.5,N/A,N/A,N/A,-30,-29.5,-30.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,11.9,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,67-3,H2O,,,50,,N/A,NO,YES,Cylindrical,25.4,63.5,N/A,N/A,N/A,-29,-28.5,-29.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,4.1,N/A,N/A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,67-4,H2O,,,50.5,,N/A,NO,YES,Cylindrical,25.4,63.5,N/A,N/A,N/A,-29,-28.5,-29.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,12.9,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,67-5,H2O,,,50,,N/A,NO,YES,Cylindrical,25.4,63.5,N/A,N/A,N/A,-29,-28.5,-29.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,6.6,N/A,N/A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,67-6,H2O,,,50,,N/A,NO,YES,Cylindrical,25.4,63.5,N/A,N/A,N/A,-29,-28.5,-29.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,7.1,N/A,N/A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,68-1,H2O,,,100,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-49,-48.5,-49.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,35.4,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,N/A,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,68-2,H2O,,,99.8,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-50,-49.5,-50.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,24.8,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,68-3,H2O,,,50.1,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-50,-49.5,-50.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,23.1,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,69-1,H2O,,,49.7,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-61,-60.5,-61.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,59.9,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,39,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,69-2,H2O,,,49.5,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-61,-60.5,-61.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,22.1,N/A,N/A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,69-3,H2O,,,50.4,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-61,-60.5,-61.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,11.5,N/A,N/A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,69-4,H2O,,,50.5,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-60,-59.5,-60.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,35.2,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,69-5,H2O,,,50.4,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-60,-59.5,-60.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,34.2,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,69-6,H2O,,,51,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-60,-59.5,-60.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,20.7,N/A,N/A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,69-7,H2O,,,51,,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-60,-59.5,-60.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,34.8,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,70-1,H2O,,,49.6,,N/A,YES,YES,Cylindrical,25.4,63.5,N/A,N/A,N/A,-15,-14.5,-15.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,14.4,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,7,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,70-2,H2O,,,49.6,,N/A,NO,YES,Cylindrical,25.4,63.5,N/A,N/A,N/A,-15,-14.5,-15.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,6.5,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,70-3,H2O,,,50.2,,N/A,NO,YES,Cylindrical,25.4,63.5,N/A,N/A,N/A,-15,-14.5,-15.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,3.7,N/A,N/A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,70-4,H2O,,,50.1,,N/A,NO,YES,Cylindrical,25.4,63.5,N/A,N/A,N/A,-15,-14.5,-15.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,6.9,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,70-5,H2O,,,50,,N/A,NO,YES,Cylindrical,25.4,63.5,N/A,N/A,N/A,-15,-14.5,-15.5,,D,1500,1000,2000,N/A,No,,N/A,N/A,N/A,N/A,N/A,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,5.8,N/A,N/A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jacka (1984a),N/A,H2O,Constant stress,Uniaxial compression ,0,Full creep curves 9Fig. 2). Summary data in a table (Table 2).,N/A,NO,NO, Cylindrical,25.4±0.2,63.2±4,N/A,N/A,N/A,-5,-4.7,-5.3,Table 1,D,1700,1500,1900,Lineat intercept method.,N/A,Page 261,N/A,N/A,O,E,0.05,O,Stress maintained constant by adding load over time?,O,E,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
