,Source,Sample No.,Experiment type,Experiment kinematics,Confining pressure (MPa),Comment on published mechanical data,Comment on extra unpublished data ,Use strain-rate minimum or peak stress data?,Use tertiary creep or flow stress data?,Sample initial geometry,Sample initial diameter for compression (mm),Sample initial length for compression (mm),Sample length for shear (mm),sample width for shear (mm),sample height for shear (mm),T,T upper bound,T lower bound,Comment on T error,Grain size unit: diameter (D) or area (A),Initial median grain size D: (µm); A (µm^2),Initial grain size lower bound D: (µm); A (µm^2),Initial grain size upper bound D: (µm); A (µm^2),Method for grain size measurement,Grain size error comment,Technique used to collect microstructural data,Resolution,Strain at minimum rate/ peak stress as published,"Published strain type: Octahedral shear (O), Axial (A), Shear (S)?",True (T) or engineering (E) strain?,Stress (MPa) at minimum rate/ peak stress as published,"Published stress type: Octahedral shear (O), Axial (A), Shear (S)?",Strain and stress Error Comments,"Published strain rate type: Octahedral shear (O), Axial (A), Shear (S)?","If Axial, True (T) or engineering (E) strain rate?",Strain rate (/s) at minimum rate/ peak stress as published,Strain rate lower bound,Strain rate upper bound,Comment on rate error,Microstructural data at minimum rate/ peak stress,Grain size scale: diameter (D)? Area (A),Mean grain size  D: (µm); A (µm2) at minimum rate/ peak stress,Median grain size  D: (µm); A (µm2) at minimum rate/ peak stress,Grain size lower bound D: (µm); A (µm2) at minimum rate/ peak stress,Comment on measurement error of grain size,Bulk reduced Schmid factor at minimum rate/ peak stress,Comment on bulk reduced Schmid factor ,Comment on sample geometry,Strain at tertiary strain rate/ flow stress as published,"If Axial, True (T) or engineering (E) strain?",Stress (MPa) at tertiary strain rate/ flow stress as published,Stress lower bound,Stress upper bound,Comment on strain and stress error,True (T) or engineering (E) strain rate?,Strain rate (/s) at tertiary strain rate/ flow stress as published,Comment on strain rate error,Microstructural data at tertiary strain rate/ flow stress,Mean grain size  D: (µm); A (µm2) at tertiary strain rate/ flow stress,Median grain size  D: (µm); A (µm2) at tertiary strain rate/ flow stress,Grain size lower bound D: (µm); A (µm2) at tertiary strain rate/ flow stress,Bulk reduced Schmid factor at tertiary strain rate/ flow stress,Bulk reduced Schmid factor comment
188,Durham et al. (1983),37,Constant displacement rate,Uniaxial compression,100,Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,N/A,Light polarized photo ,N/A,N/A,N/A,N/A,65.5,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52.7,N/A,N/A,N/A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A
189,Durham et al. (1983),38,Constant displacement rate,Uniaxial compression,50,Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,N/A,Light polarized photo ,N/A,N/A,N/A,N/A,63.7,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49.2,N/A,N/A,N/A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190,Durham et al. (1983),39,Constant displacement rate,Uniaxial compression,150,Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,N/A,Light polarized photo ,N/A,N/A,N/A,N/A,58.6,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49.2,N/A,N/A,N/A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A
191,Durham et al. (1983),40,Constant displacement rate,Uniaxial compression,200,Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,N/A,Light polarized photo ,N/A,N/A,N/A,N/A,48.8,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.7,N/A,N/A,N/A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A
192,Durham et al. (1983),41,Constant displacement rate,Uniaxial compression,225,Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,N/A,Light polarized photo ,N/A,N/A,N/A,N/A,25.6,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.4,N/A,N/A,N/A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A
193,Durham et al. (1983),42,Constant displacement rate,Uniaxial compression,200,Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,N/A,Light polarized photo ,N/A,N/A,N/A,N/A,45.1,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A
194,Durham et al. (1983),43,Constant displacement rate,Uniaxial compression,200,Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,N/A,Light polarized photo ,N/A,N/A,N/A,N/A,51.8,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.3,N/A,N/A,N/A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A
195,Durham et al. (1983),44-1,Constant displacement rate,Uniaxial compression,100,Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,N/A,Light polarized photo ,N/A,N/A,N/A,N/A,75.6,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60.2,N/A,N/A,N/A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A
196,Durham et al. (1983),55-1,Constant displacement rate,Uniaxial compression,38.8,Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-115,-114.5,-115.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,N/A,Light polarized photo ,N/A,N/A,N/A,N/A,104.9,A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,86.7,N/A,N/A,N/A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A
197,Durham et al. (1983),62-1,Constant displacement rate,Uniaxial compression,80,Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-80,-79.5,-80.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,N/A,Light polarized photo ,N/A,N/A,N/A,N/A,65.9,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,47.5,N/A,N/A,N/A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A
198,Durham et al. (1983),63-1,Constant displacement rate,Uniaxial compression,125,Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,N/A,Light polarized photo ,N/A,N/A,N/A,N/A,55.9,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.7,N/A,N/A,N/A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A
199,Durham et al. (1983),64-1,Constant displacement rate,Uniaxial compression,50,Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-81,-80.5,-81.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,N/A,Light polarized photo ,N/A,N/A,N/A,N/A,67.5,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49,N/A,N/A,N/A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A
200,Durham et al. (1983),65-1,Constant displacement rate,Uniaxial compression,100,Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-40,-39.5,-40.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,N/A,Light polarized photo ,N/A,N/A,N/A,N/A,27.3,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A
201,Durham et al. (1983),66-1,Constant displacement rate,Uniaxial compression,10,Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-41,-40.5,-41.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,N/A,Light polarized photo ,N/A,N/A,N/A,N/A,16.5,A,N/A,A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,T,3.50E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A
202,Durham et al. (1983),67-1,Constant displacement rate,Uniaxial compression,50.4,Summary data in a table (Table 2).,N/A,YES,YES,Cylindrical,25.4,63.5,N/A,N/A,N/A,-30,-29.5,-30.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,N/A,Light polarized photo ,N/A,N/A,N/A,N/A,23.2,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.8,N/A,N/A,N/A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A
203,Durham et al. (1983),68-1,Constant displacement rate,Uniaxial compression,100,Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-49,-48.5,-49.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,N/A,Light polarized photo ,N/A,N/A,N/A,N/A,35.4,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A
204,Durham et al. (1983),69-1,Constant displacement rate,Uniaxial compression,49.7,Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-61,-60.5,-61.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,N/A,Light polarized photo ,N/A,N/A,N/A,N/A,59.9,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39,N/A,N/A,N/A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A
205,Durham et al. (1983),70-1,Constant displacement rate,Uniaxial compression,49.6,Summary data in a table (Table 2).,N/A,YES,YES,Cylindrical,25.4,63.5,N/A,N/A,N/A,-15,-14.5,-15.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,N/A,Light polarized photo ,N/A,N/A,N/A,N/A,14.4,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,N/A,N/A,N/A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A
206,Jacka (1984a),N/A,Constant stress,Uniaxial compression,0,Full creep curves 9Fig. 2). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,25.4±0.2,63.2±4,N/A,N/A,N/A,-5,-4.7,-5.3,Table 1,D,1700,1500,1900,Lineat intercept method.,N/A,Page 261,N/A,0.009,N/A,E,0.1,N/A,Stress maintained constant by adding load over time?,N/A,E,9.30E-10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
207,Jacka (1984a),N/A,Constant stress,Uniaxial compression,0,Full creep curves 9Fig. 2). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,25.4±0.2,63.2±4,N/A,N/A,N/A,-5,-4.7,-5.3,Table 1,D,1700,1500,1900,Lineat intercept method.,N/A,Page 261,N/A,0.0075,N/A,E,0.13,N/A,Stress maintained constant by adding load over time?,N/A,E,2.00E-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
208,Jacka (1984a),N/A,Constant stress,Uniaxial compression,0,Full creep curves 9Fig. 2). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,25.4±0.2,63.2±4,N/A,N/A,N/A,-5,-4.7,-5.3,Table 1,D,1700,1500,1900,Lineat intercept method.,N/A,Page 261,N/A,0.0055,N/A,E,0.2,N/A,Stress maintained constant by adding load over time?,N/A,E,8.70E-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
209,Jacka (1984a),N/A,Constant stress,Uniaxial compression,0,Full creep curves 9Fig. 2). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,25.4±0.2,63.2±4,N/A,N/A,N/A,-5,-4.7,-5.3,Table 1,D,1700,1500,1900,Lineat intercept method.,N/A,Page 261,N/A,0.0048,N/A,E,0.3,N/A,Stress maintained constant by adding load over time?,N/A,E,3.90E-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
210,Jacka (1984a),N/A,Constant stress,Uniaxial compression,0,Full creep curves 9Fig. 2). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,25.4±0.2,63.2±4,N/A,N/A,N/A,-5,-4.7,-5.3,Table 1,D,1700,1500,1900,Lineat intercept method.,N/A,Page 261,N/A,0.0049,N/A,E,0.6,N/A,Stress maintained constant by adding load over time?,N/A,E,1.90E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
211,Jacka (1984a),N/A,Constant stress,Uniaxial compression,0,Full creep curves 9Fig. 2). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,25.4±0.2,63.2±4,N/A,N/A,N/A,-5,-4.7,-5.3,Table 1,D,1700,1500,1900,Lineat intercept method.,N/A,Page 261,N/A,0.004,N/A,E,0.8,N/A,Stress maintained constant by adding load over time?,N/A,E,7.00E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
212,Jacka (1984a),N/A,Constant stress,Uniaxial compression,0,Full creep curves 9Fig. 2). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,25.4±0.2,63.2±4,N/A,N/A,N/A,-10.6,-10.4,-11,Table 1,D,1700,1500,1900,Lineat intercept method.,N/A,Page 261,N/A,0.0062,N/A,E,0.2,N/A,Stress maintained constant by adding load over time?,N/A,E,3.50E-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
213,Jacka (1984a),N/A,Constant stress,Uniaxial compression,0,Full creep curves 9Fig. 2). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,25.4±0.2,63.2±4,N/A,N/A,N/A,-10.6,-10.4,-11,Table 1,D,1700,1500,1900,Lineat intercept method.,N/A,Page 261,N/A,0.0058,N/A,E,0.3,N/A,Stress maintained constant by adding load over time?,N/A,E,1.20E-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
214,Jacka (1984a),N/A,Constant stress,Uniaxial compression,0,Full creep curves 9Fig. 2). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,25.4±0.2,63.2±4,N/A,N/A,N/A,-10.6,-10.4,-11,Table 1,D,1700,1500,1900,Lineat intercept method.,N/A,Page 261,N/A,0.0067,N/A,E,0.4,N/A,Stress maintained constant by adding load over time?,N/A,E,2.90E-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
215,Jacka (1984a),N/A,Constant stress,Uniaxial compression,0,Full creep curves 9Fig. 2). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,25.4±0.2,63.2±4,N/A,N/A,N/A,-10.6,-10.4,-11,Table 1,D,1700,1500,1900,Lineat intercept method.,N/A,Page 261,N/A,0.0063,N/A,E,0.6,N/A,Stress maintained constant by adding load over time?,N/A,E,1.00E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216,Jacka (1984a),N/A,Constant stress,Uniaxial compression,0,Full creep curves 9Fig. 2). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,25.4±0.2,63.2±4,N/A,N/A,N/A,-10.6,-10.4,-11,Table 1,D,1700,1500,1900,Lineat intercept method.,N/A,Page 261,N/A,0.0066,N/A,E,0.8,N/A,Stress maintained constant by adding load over time?,N/A,E,2.60E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
217,Jacka (1984a),N/A,Constant stress,Uniaxial compression,0,Full creep curves 9Fig. 2). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,25.4±0.2,63.2±4,N/A,N/A,N/A,-10.6,-10.4,-11,Table 1,D,1700,1500,1900,Lineat intercept method.,N/A,Page 261,N/A,0.0075,N/A,E,1,N/A,Stress maintained constant by adding load over time?,N/A,E,4.00E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
218,Jacka (1984a),N/A,Constant stress,Uniaxial compression,0,Full creep curves 9Fig. 2). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,25.4±0.2,63.2±4,N/A,N/A,N/A,-17.8,-16.8,-18.8,Table 1,D,1700,1500,1900,Lineat intercept method.,N/A,Page 261,N/A,0.0055,N/A,E,0.13,N/A,Stress maintained constant by adding load over time?,N/A,E,3.30E-10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
219,Jacka (1984a),N/A,Constant stress,Uniaxial compression,0,Full creep curves 9Fig. 2). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,25.4±0.2,63.2±4,N/A,N/A,N/A,-17.8,-16.8,-18.8,Table 1,D,1700,1500,1900,Lineat intercept method.,N/A,Page 261,N/A,0.0062,N/A,E,0.3,N/A,Stress maintained constant by adding load over time?,N/A,E,3.30E-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
220,Jacka (1984a),N/A,Constant stress,Uniaxial compression,0,Full creep curves 9Fig. 2). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,25.4±0.2,63.2±4,N/A,N/A,N/A,-17.8,-16.8,-18.8,Table 1,D,1700,1500,1900,Lineat intercept method.,N/A,Page 261,N/A,0.006,N/A,E,0.4,N/A,Stress maintained constant by adding load over time?,N/A,E,7.20E-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
221,Jacka (1984a),N/A,Constant stress,Uniaxial compression,0,Full creep curves 9Fig. 2). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,25.4±0.2,63.2±4,N/A,N/A,N/A,-17.8,-16.8,-18.8,Table 1,D,1700,1500,1900,Lineat intercept method.,N/A,Page 261,N/A,0.008,N/A,E,0.6,N/A,Stress maintained constant by adding load over time?,N/A,E,2.60E-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
222,Jacka (1984a),N/A,Constant stress,Uniaxial compression,0,Full creep curves 9Fig. 2). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,25.4±0.2,63.2±4,N/A,N/A,N/A,-17.8,-16.8,-18.8,Table 1,D,1700,1500,1900,Lineat intercept method.,N/A,Page 261,N/A,0.0068,N/A,E,0.8,N/A,Stress maintained constant by adding load over time?,N/A,E,5.80E-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
223,Jacka (1984a),N/A,Constant stress,Uniaxial compression,0,Full creep curves 9Fig. 2). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,25.4±0.2,63.2±4,N/A,N/A,N/A,-17.8,-16.8,-18.8,Table 1,D,1700,1500,1900,Lineat intercept method.,N/A,Page 261,N/A,0.0076,N/A,E,1.2,N/A,Stress maintained constant by adding load over time?,N/A,E,2.10E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
224,Jacka (1984a),N/A,Constant stress,Uniaxial compression,0,Full creep curves 9Fig. 2). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,25.4±0.2,63.2±4,N/A,N/A,N/A,-32.5,-30.9,-33.9,Table 1,D,1700,1500,1900,Lineat intercept method.,N/A,Page 261,N/A,0.0058,N/A,E,0.07,N/A,Stress maintained constant by adding load over time?,N/A,E,5.00E-11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
225,Jacka (1984a),N/A,Constant stress,Uniaxial compression,0,Full creep curves 9Fig. 2). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,25.4±0.2,63.2±4,N/A,N/A,N/A,-32.5,-30.9,-33.9,Table 1,D,1700,1500,1900,Lineat intercept method.,N/A,Page 261,N/A,0.006,N/A,E,0.1,N/A,Stress maintained constant by adding load over time?,N/A,E,1.10E-10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
226,Jacka (1984a),N/A,Constant stress,Uniaxial compression,0,Full creep curves 9Fig. 2). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,25.4±0.2,63.2±4,N/A,N/A,N/A,-32.5,-30.9,-33.9,Table 1,D,1700,1500,1900,Lineat intercept method.,N/A,Page 261,N/A,0.006,N/A,E,0.13,N/A,Stress maintained constant by adding load over time?,N/A,E,1.50E-10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
227,Jacka (1984a),N/A,Constant stress,Uniaxial compression,0,Full creep curves 9Fig. 2). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,25.4±0.2,63.2±4,N/A,N/A,N/A,-32.5,-30.9,-33.9,Table 1,D,1700,1500,1900,Lineat intercept method.,N/A,Page 261,N/A,0.0071,N/A,E,0.2,N/A,Stress maintained constant by adding load over time?,N/A,E,3.20E-10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
228,Jacka (1984a),N/A,Constant stress,Uniaxial compression,0,Full creep curves 9Fig. 2). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,25.4±0.2,63.2±4,N/A,N/A,N/A,-32.5,-30.9,-33.9,Table 1,D,1700,1500,1900,Lineat intercept method.,N/A,Page 261,N/A,0.0059,N/A,E,0.36,N/A,Stress maintained constant by adding load over time?,N/A,E,1.30E-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
229,Jacka (1984a),N/A,Constant stress,Uniaxial compression,0,Full creep curves 9Fig. 2). Summary data in a table (Table 2).,N/A,YES,NO,Cylindrical,25.4±0.2,63.2±4,N/A,N/A,N/A,-32.5,-30.9,-33.9,Table 1,D,1700,1500,1900,Lineat intercept method.,N/A,Page 261,N/A,0.0051,N/A,E,0.5,N/A,Stress maintained constant by adding load over time?,N/A,E,3.30E-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
